OrderID,CustomerID,ProductID,OrderDate,Quantity
3333,99,15,3/5/2024,1
3334,48,22,3/6/2024,10
3335,37,1,3/9/2024,4
3336,90,2,3/13/2024,3
3337,217,20,3/8/2024,3
3338,292,9,3/18/2024,2
3339,9,20,3/9/2024,4
3340,151,1,3/24/2024,7
3341,104,10,3/8/2024,9
3342,53,24,3/9/2024,9
3343,186,10,3/6/2024,3
3344,69,18,3/7/2024,6
3345,296,12,3/21/2024,3
3346,192,20,27-03-2024,5
3347,292,14,3/11/2024,10
3348,241,13,3/26/2024,6
3349,20,25,3/5/2024,10
3350,109,9,3/13/2024,5
3351,223,14,3/9/2024,8
3352,55,15,3/14/2024,1
3353,134,20,3/25/2024,8
3354,230,4,3/14/2024,6
3355,174,3,3/1/2024,9
3356,150,9,3/7/2024,10
3357,189,20,3/9/2024,7
3358,172,14,3/8/2024,7
3359,70,23,3/14/2024,5
3360,275,19,4/3/2024,3
3361,67,11,3/8/2024,1
3362,252,14,3/10/2024,3
3363,211,25,3/8/2024,4
3364,287,2,8/3/2024,7
3365,44,1,3/18/2024,2
3366,44,,3/17/2024,4
3367,251,15,3/2/2024,6
3368,213,5,3/7/2024,1
3369,109,21,3/20/2024,10
3370,126,8,3/5/2024,2
3371,216,3,3/2/2024,8
3372,64,15,3/15/2024,5
3373,212,5,18-03-2024,7
3374,284,20,3/16/2024,8
3375,140,22,3/27/2024,5
3376,182,7,3/27/2024,8
3377,123,16,10/3/2024,7
3378,77,1,3/10/2024,8
3379,153,3,3/7/2024,2
3380,30,2,3/2/2024,1
3381,183,24,3/24/2024,9
3382,171,21,3/6/2024,7
3383,67,14,3/22/2024,7
3384,19,9,3/24/2024,8
3385,126,10,3/27/2024,10
3386,257,19,3/3/2024,10
3387,163,17,3/9/2024,4
3388,157,16,3/21/2024,8
3389,250,22,3/19/2024,1
3390,197,18,3/12/2024,3
3391,176,20,3/20/2024,10
3392,120,,3/23/2024,4
3393,147,1,3/8/2024,6
3394,80,3,3/3/2024,5
3395,158,16,3/18/2024,5
3396,233,24,3/10/2024,9
3397,2,7,3/1/2024,6
3398,86,24,3/8/2024,4
3399,276,24,3/28/2024,7
3400,105,3,3/22/2024,4
3401,264,12,3/14/2024,4
3402,41,12,3/25/2024,4
3403,61,16,3/20/2024,9
3404,296,17,3/3/2024,5
3405,284,13,3/28/2024,6
3406,92,7,3/19/2024,9
3407,293,3,3/24/2024,9
3408,273,3,3/5/2024,5
3409,89,10,3/12/2024,3
3410,124,25,3/4/2024,1
3411,80,16,3/10/2024,4
3412,128,3,3/7/2024,6
3413,165,8,10/3/2024,1
3414,226,18,3/2/2024,2
3415,209,12,3/11/2024,10
3416,222,8,3/4/2024,5
