OrderID,CustomerID,ProductID,OrderDate,Quantity
9997,285,1,7/24/2024,5
9998,55,1,7/2/2024,1
9999,222,1,7/25/2024,4
10000,17,21,7/12/2024,8
10001,79,24,7/8/2024,2
10002,152,8,7/28/2024,9
10003,181,25,6/7/2024,4
10004,83,14,7/17/2024,8
10005,292,21,7/5/2024,5
10006,274,15,7/1/2024,9
10007,74,12,7/26/2024,4
10008,161,7,8/7/2024,9
10009,181,4,7/27/2024,6
10010,174,23,2024/20/07,5
10011,148,10,7/15/2024,2
10012,107,17,7/3/2024,4
10013,149,15,7/23/2024,7
10014,166,10,7/19/2024,
10015,146,25,7/7/2024,9
10016,95,4,7/16/2024,10
10017,216,10,7/6/2024,2
10018,179,18,7/6/2024,9
10019,8,,7/6/2024,2
10020,299,22,4/7/2024,1
10021,120,19,10/7/2024,5
10022,109,20,7/22/2024,
10023,34,18,2024/16/07,8
10024,134,11,7/27/2024,1
10025,87,22,7/13/2024,1
10026,107,20,7/16/2024,8
10027,262,8,7/4/2024,1
10028,83,7,7/2/2024,4
10029,282,25,7/25/2024,7
10030,89,8,7/28/2024,6
10031,145,16,7/18/2024,6
10032,174,7,7/21/2024,2
10033,158,23,7/17/2024,7
10034,146,16,7/21/2024,2
10035,242,15,7/14/2024,2
10036,134,2,7/5/2024,7
10037,156,25,7/15/2024,2
10038,74,3,7/24/2024,1
10039,227,4,7/27/2024,9
10040,298,19,7/2/2024,3
10041,22,15,7/22/2024,8
10042,166,20,7/17/2024,10
10043,61,25,7/19/2024,8
10044,117,18,7/17/2024,4
10045,217,3,7/2/2024,7
10046,173,1,7/27/2024,4
10047,7,21,7/28/2024,8
10048,131,1,7/10/2024,8
10049,18,17,7/10/2024,3
10050,193,5,7/21/2024,3
10051,86,3,7/8/2024,10
10052,111,24,7/13/2024,6
10053,227,2,7/12/2024,8
10054,235,3,7/28/2024,5
10055,234,11,7/4/2024,7
10056,64,15,7/6/2024,7
10057,68,14,7/20/2024,2
10058,188,13,7/19/2024,
10059,63,2,7/11/2024,1
10060,57,21,7/3/2024,8
10061,257,4,7/16/2024,2
10062,47,7,7/17/2024,7
10063,227,20,7/8/2024,3
10064,280,5,7/25/2024,5
10065,253,4,7/24/2024,4
10066,26,18,7/6/2024,5
10067,82,4,7/18/2024,9
10068,49,9,7/2/2024,6
10069,145,8,7/19/2024,4
10070,151,7,7/23/2024,3
10071,90,2,7/4/2024,8
10072,16,18,7/23/2024,10
10073,277,23,7/6/2024,2
10074,110,13,7/2/2024,10
