OrderID,CustomerID,ProductID,OrderDate,Quantity
6665,198,25,5/21/2024,5
6666,140,1,5/10/2024,5
6667,299,25,5/3/2024,
6668,4,17,5/17/2024,8
6669,111,23,5/3/2024,10
6670,295,8,5/20/2024,9
6671,66,4,5/17/2024,7
6672,186,15,5/2/2024,7
6673,226,22,5/5/2024,6
6674,171,5,5/4/2024,9
6675,207,14,5/16/2024,6
6676,236,10,5/5/2024,10
6677,251,22,5/12/2024,7
6678,252,14,5/5/2024,6
6679,218,21,5/4/2024,6
6680,169,9,5/18/2024,9
6681,100,10,5/7/2024,2
6682,243,10,5/17/2024,10
6683,152,14,5/5/2024,6
6684,251,7,5/4/2024,10
6685,167,17,5/9/2024,9
6686,180,2,5/7/2024,4
6687,192,2,5/23/2024,9
6688,220,23,5/10/2024,4
6689,117,10,5/21/2024,2
6690,128,9,5/15/2024,2
6691,229,14,5/23/2024,7
6692,256,21,5/8/2024,1
6693,250,15,5/28/2024,5
6694,287,9,5/24/2024,4
6695,96,23,9/5/2024,1
6696,126,11,5/4/2024,9
6697,70,2,5/13/2024,4
6698,185,4,5/26/2024,9
6699,240,17,5/28/2024,9
6700,252,20,5/3/2024,6
6701,45,15,5/21/2024,10
6702,193,19,5/19/2024,3
6703,276,21,5/22/2024,4
6704,267,14,5/19/2024,9
6705,11,8,5/11/2024,3
6706,26,11,5/25/2024,3
6707,209,12,5/11/2024,2
6708,192,16,5/21/2024,7
6709,37,1,5/21/2024,9
6710,245,2,5/14/2024,5
6711,74,23,5/5/2024,10
6712,101,11,5/3/2024,5
6713,62,12,5/21/2024,4
6714,286,21,5/12/2024,10
6715,92,2,5/2/2024,1
6716,16,6,5/2/2024,5
6717,94,8,5/7/2024,8
6718,160,3,5/26/2024,5
6719,202,6,5/16/2024,2
6720,151,24,5/6/2024,3
6721,254,5,5/5/2024,8
6722,45,16,5/16/2024,6
6723,42,8,5/28/2024,3
6724,200,3,5/21/2024,10
6725,201,6,5/2/2024,8
6726,273,23,5/27/2024,7
6727,227,17,5/4/2024,6
6728,63,6,5/7/2024,2
6729,45,16,5/22/2024,7
6730,6,1,5/28/2024,3
6731,142,10,5/28/2024,6
6732,6,8,2024/25/05,10
6733,147,14,5/20/2024,6
6734,277,14,5/10/2024,9
6735,140,20,5/24/2024,
6736,284,13,5/7/2024,9
6737,252,18,5/16/2024,6
6738,167,7,14-05-2024,1
6739,259,4,5/15/2024,4
6740,71,6,5/23/2024,7
6741,2,19,5/24/2024,5
6742,51,10,5/14/2024,10
6743,130,16,5/18/2024,8
6744,258,2,5/5/2024,8
6745,271,22,5/21/2024,7
6746,200,20,5/25/2024,8
6747,104,8,5/15/2024,9
6748,108,18,5/5/2024,7
6749,230,7,5/18/2024,9
6750,179,6,5/26/2024,3
6751,121,16,5/21/2024,9
6752,268,1,5/20/2024,7
6753,107,10,5/20/2024,3
6754,203,15,5/22/2024,3
6755,46,2,5/15/2024,8
6756,212,15,5/18/2024,4
6757,24,12,5/17/2024,10
6758,292,8,5/16/2024,4
6759,81,9,5/8/2024,3
6760,285,23,5/4/2024,8
6761,57,20,5/3/2024,9
6762,11,13,5/6/2024,4
6763,105,20,5/26/2024,9
6764,166,2,5/22/2024,1
6765,261,21,1/5/2024,6
6766,262,14,5/19/2024,7
6767,138,21,5/3/2024,6
6768,159,17,5/20/2024,8
6769,147,11,5/20/2024,4
6770,32,16,5/21/2024,8
6771,83,5,5/24/2024,7
6772,166,8,2024/16/05,4
6773,236,25,5/16/2024,6
6774,241,25,5/18/2024,7
6775,56,9,21-05-2024,6
6776,223,17,5/2/2024,2
6777,28,1,5/20/2024,7
6778,188,17,5/19/2024,6
6779,74,9,5/11/2024,5
6780,50,10,5/25/2024,9
6781,293,19,5/13/2024,6
6782,27,8,11/5/2024,9
6783,7,12,5/1/2024,7
6784,107,14,5/5/2024,2
6785,22,23,27-05-2024,9
6786,193,19,5/3/2024,10
6787,226,17,5/19/2024,10
6788,121,1,5/5/2024,3
6789,165,13,5/4/2024,1
6790,210,2,5/24/2024,5
6791,167,9,9/5/2024,10
6792,124,18,5/3/2024,7
6793,256,21,5/17/2024,1
6794,19,11,5/28/2024,7
6795,191,13,5/9/2024,1
6796,185,1,5/25/2024,2
6797,172,2,5/13/2024,7
6798,185,1,5/28/2024,6
6799,235,14,5/7/2024,6
6800,128,19,5/9/2024,2
6801,291,19,5/5/2024,1
6802,291,24,4/5/2024,7
6803,234,14,5/25/2024,5
6804,117,6,2024/19/05,2
6805,224,21,5/16/2024,7
6806,283,4,5/1/2024,4
6807,125,4,5/16/2024,5
6808,7,7,5/24/2024,5
6809,136,21,5/13/2024,3
6810,202,14,11/5/2024,9
6811,26,23,5/12/2024,6
6812,111,18,5/28/2024,2
6813,161,9,5/24/2024,4
6814,277,4,5/15/2024,9
6815,141,20,5/17/2024,2
6816,59,10,5/20/2024,5
6817,57,15,5/14/2024,2
6818,73,13,5/10/2024,7
6819,171,8,5/16/2024,7
6820,181,20,5/9/2024,10
6821,68,8,5/6/2024,9
6822,262,10,5/13/2024,10
