OrderID,CustomerID,ProductID,OrderDate,Quantity
13329,246,7,9/15/2024,9
13330,274,14,9/4/2024,9
13331,234,4,9/5/2024,4
13332,95,23,9/6/2024,7
13333,255,5,9/28/2024,4
13334,4,15,9/4/2024,6
13335,37,19,9/10/2024,6
13336,212,4,6/9/2024,10
13337,276,8,28-09-2024,1
13338,3,10,9/21/2024,10
13339,118,14,9/5/2024,2
13340,28,2,9/19/2024,3
13341,114,6,22-09-2024,10
13342,47,12,9/16/2024,6
13343,275,21,9/2/2024,7
13344,115,14,9/24/2024,7
13345,9,16,9/8/2024,7
13346,235,12,9/10/2024,2
13347,36,9,9/19/2024,10
13348,109,19,9/9/2024,1
13349,284,4,9/11/2024,8
13350,241,21,9/17/2024,1
13351,93,7,9/20/2024,4
13352,276,1,9/20/2024,8
13353,17,2,9/25/2024,7
13354,160,5,9/14/2024,9
13355,122,25,9/17/2024,9
13356,164,5,9/21/2024,8
13357,265,21,9/4/2024,7
13358,169,10,9/12/2024,3
13359,267,11,9/16/2024,4
13360,246,12,9/8/2024,9
13361,176,18,9/2/2024,4
13362,99,15,9/19/2024,9
13363,183,1,9/15/2024,8
13364,149,16,9/16/2024,5
13365,269,19,9/24/2024,6
13366,169,6,9/6/2024,5
13367,52,6,11/9/2024,4
13368,128,8,9/17/2024,6
13369,107,21,9/11/2024,9
13370,105,21,9/7/2024,6
13371,186,13,9/13/2024,4
13372,45,24,9/12/2024,10
13373,155,24,9/26/2024,3
13374,92,7,9/8/2024,7
13375,160,5,9/20/2024,1
13376,233,14,9/22/2024,9
13377,14,2,9/21/2024,1
13378,95,20,9/25/2024,7
13379,158,11,9/6/2024,7
13380,184,4,9/28/2024,7
13381,170,8,9/18/2024,1
13382,14,10,9/23/2024,8
13383,185,6,9/18/2024,6
13384,184,8,9/16/2024,1
13385,2,10,9/16/2024,8
13386,29,3,9/10/2024,9
13387,29,4,9/2/2024,1
13388,169,11,9/28/2024,10
13389,243,5,21-09-2024,3
13390,114,14,9/17/2024,8
13391,199,14,9/17/2024,2
13392,273,6,9/24/2024,5
13393,109,6,9/10/2024,6
13394,215,19,9/9/2024,4
13395,85,24,9/15/2024,7
13396,216,4,9/9/2024,2
13397,25,10,9/20/2024,9
13398,235,13,9/9/2024,7
13399,272,19,9/15/2024,1
13400,1,3,9/22/2024,4
13401,236,4,9/20/2024,7
13402,45,23,9/25/2024,9
13403,242,10,9/11/2024,9
13404,48,17,9/1/2024,8
13405,249,1,9/18/2024,3
13406,64,8,9/25/2024,1
13407,278,21,9/4/2024,1
13408,51,6,9/12/2024,4
13409,127,16,9/26/2024,8
13410,241,10,9/17/2024,7
13411,5,2,9/13/2024,4
13412,244,22,9/26/2024,8
13413,283,2,9/27/2024,5
13414,23,25,9/20/2024,8
13415,181,11,9/12/2024,4
13416,116,10,9/16/2024,9
13417,103,9,9/7/2024,9
13418,137,25,2024/26/09,9
13419,51,20,9/16/2024,1
13420,43,21,9/6/2024,5
13421,32,22,9/8/2024,7
13422,116,,9/25/2024,2
13423,183,12,9/11/2024,6
13424,249,22,9/6/2024,4
13425,2,2,9/22/2024,8
13426,189,2,9/26/2024,5
13427,89,1,9/19/2024,4
13428,126,17,9/19/2024,1
13429,96,21,9/6/2024,1
13430,207,9,9/14/2024,1
13431,78,15,9/2/2024,10
13432,184,11,9/25/2024,6
13433,128,22,24-09-2024,1
13434,28,4,9/6/2024,8
13435,299,20,9/15/2024,1
13436,1,20,9/12/2024,1
13437,290,10,9/19/2024,7
13438,294,13,9/25/2024,3
13439,289,20,9/19/2024,3
13440,91,18,9/24/2024,10
13441,126,10,9/15/2024,1
13442,235,7,9/27/2024,7
13443,167,8,9/13/2024,3
13444,253,13,9/15/2024,2
13445,290,23,9/7/2024,7
13446,264,15,9/3/2024,5
13447,103,1,9/23/2024,5
13448,48,5,2/9/2024,2
13449,243,21,9/27/2024,10
13450,212,21,9/26/2024,5
13451,141,23,9/2/2024,9
13452,24,13,9/22/2024,9
13453,288,25,9/19/2024,5
13454,248,20,9/27/2024,6
13455,241,3,9/21/2024,2
13456,74,1,9/19/2024,9
13457,101,11,9/1/2024,6
13458,45,6,9/9/2024,9
13459,14,19,9/25/2024,7
13460,234,25,9/20/2024,10
13461,218,1,9/18/2024,4
13462,14,12,9/12/2024,3
13463,152,4,9/25/2024,10
13464,101,9,9/26/2024,7
13465,235,11,9/7/2024,9
13466,105,6,9/16/2024,
13467,157,25,9/23/2024,5
13468,57,22,9/1/2024,2
13469,106,21,9/24/2024,8
13470,62,25,9/25/2024,8
13471,68,21,9/8/2024,10
13472,40,6,9/7/2024,3
13473,34,16,9/17/2024,6
