OrderID,CustomerID,ProductID,OrderDate,Quantity
8331,242,21,6/10/2024,7
8332,85,6,6/14/2024,3
8333,98,3,6/18/2024,5
8334,253,7,6/23/2024,3
8335,21,8,6/3/2024,8
8336,164,23,6/11/2024,4
8337,107,11,6/12/2024,9
8338,295,9,6/27/2024,1
8339,69,8,6/27/2024,10
8340,42,4,6/25/2024,9
8341,225,13,6/19/2024,1
8342,275,22,6/5/2024,8
8343,240,14,6/23/2024,10
8344,139,19,6/16/2024,7
8345,241,7,6/1/2024,8
8346,80,4,6/27/2024,7
8347,197,22,6/6/2024,7
8348,269,19,6/13/2024,1
8349,150,10,6/21/2024,7
8350,260,17,6/20/2024,10
8351,75,3,6/24/2024,10
8352,143,10,6/7/2024,3
8353,178,14,6/10/2024,5
8354,13,25,6/21/2024,5
8355,208,7,6/24/2024,2
8356,148,4,8/6/2024,8
8357,226,9,6/2/2024,3
8358,203,1,6/1/2024,6
8359,167,14,6/24/2024,10
8360,255,2,6/15/2024,9
8361,32,16,6/18/2024,6
8362,237,5,6/25/2024,3
8363,228,8,6/17/2024,5
8364,32,3,6/12/2024,6
8365,139,19,6/12/2024,2
8366,300,6,6/20/2024,2
8367,208,3,6/2/2024,8
8368,124,23,6/3/2024,8
8369,162,9,6/22/2024,8
8370,300,23,6/3/2024,7
8371,156,22,6/12/2024,4
8372,59,22,6/24/2024,6
8373,4,11,6/18/2024,9
8374,145,1,1/6/2024,5
8375,34,19,6/26/2024,6
8376,104,23,6/11/2024,3
8377,198,25,6/3/2024,2
8378,287,12,6/10/2024,1
8379,39,6,6/22/2024,6
8380,50,17,6/3/2024,10
8381,35,5,6/20/2024,2
8382,280,15,6/2/2024,4
8383,259,19,6/12/2024,8
8384,237,12,6/21/2024,7
8385,12,18,6/2/2024,10
8386,173,20,6/13/2024,5
8387,41,7,6/17/2024,4
8388,164,12,6/12/2024,3
8389,131,5,6/3/2024,3
8390,201,24,6/17/2024,4
8391,121,7,6/12/2024,4
8392,117,4,6/8/2024,2
8393,216,16,6/4/2024,10
8394,190,24,6/27/2024,3
8395,300,1,6/2/2024,10
8396,110,8,6/3/2024,4
8397,43,21,14-06-2024,10
8398,10,25,6/22/2024,9
8399,61,18,6/11/2024,2
8400,266,14,6/12/2024,3
8401,186,18,6/22/2024,9
8402,257,2,6/2/2024,8
8403,134,9,6/19/2024,3
8404,196,9,6/25/2024,9
8405,242,1,6/12/2024,3
8406,79,21,6/3/2024,5
8407,296,18,6/22/2024,4
8408,201,12,6/24/2024,9
8409,127,9,6/9/2024,9
8410,291,7,6/9/2024,3
8411,260,22,6/27/2024,2
8412,45,23,6/12/2024,5
8413,300,2,6/23/2024,9
8414,248,2,6/1/2024,7
8415,110,21,2024/14/06,6
8416,180,17,6/25/2024,6
8417,186,1,2024/14/06,10
8418,139,18,6/22/2024,9
8419,34,18,6/24/2024,2
8420,67,14,2024/22/06,4
8421,19,17,8/6/2024,10
8422,218,12,6/15/2024,10
8423,129,7,6/23/2024,
8424,174,11,6/27/2024,1
8425,149,8,6/5/2024,2
8426,148,20,6/17/2024,7
8427,11,25,2024/22/06,3
8428,170,24,6/5/2024,9
8429,107,3,6/17/2024,1
8430,173,16,14-06-2024,8
8431,149,5,6/17/2024,1
8432,89,16,6/2/2024,3
8433,48,10,6/24/2024,10
8434,39,17,6/26/2024,3
8435,100,25,6/24/2024,2
8436,240,14,6/9/2024,4
8437,54,18,6/7/2024,9
8438,119,15,6/27/2024,5
8439,95,15,6/20/2024,5
8440,277,1,6/14/2024,8
8441,75,24,6/26/2024,2
8442,225,8,22-06-2024,10
8443,53,9,6/14/2024,6
8444,100,5,6/2/2024,4
8445,259,15,6/9/2024,8
8446,20,1,6/26/2024,5
8447,267,17,6/3/2024,6
8448,214,22,6/27/2024,7
8449,253,18,6/28/2024,4
8450,253,19,6/19/2024,9
8451,274,20,6/24/2024,3
8452,125,17,6/25/2024,2
8453,144,1,6/11/2024,9
8454,194,9,6/11/2024,7
8455,92,5,6/13/2024,6
8456,267,22,6/27/2024,5
8457,192,19,1/6/2024,6
8458,273,19,6/8/2024,3
8459,49,10,6/22/2024,3
8460,63,8,6/9/2024,8
8461,152,2,6/11/2024,10
8462,173,8,6/6/2024,8
8463,71,3,6/21/2024,6
8464,3,6,6/2/2024,3
8465,44,8,6/1/2024,4
8466,6,20,6/19/2024,7
8467,186,11,6/7/2024,6
8468,4,2,6/10/2024,9
8469,63,8,6/1/2024,1
8470,249,2,9/6/2024,5
8471,196,9,6/4/2024,2
8472,148,4,6/24/2024,4
8473,40,1,6/24/2024,3
8474,62,7,6/23/2024,10
8475,260,4,11/6/2024,5
8476,71,4,6/3/2024,5
8477,44,20,3/6/2024,10
8478,246,17,6/27/2024,5
8479,277,3,6/21/2024,5
8480,156,23,6/20/2024,2
8481,249,14,6/27/2024,4
8482,53,4,6/24/2024,6
8483,229,2,6/1/2024,2
8484,287,17,6/22/2024,3
8485,16,21,6/6/2024,1
8486,189,5,6/5/2024,10
8487,65,2,6/24/2024,6
8488,218,15,6/27/2024,2
8489,160,9,6/19/2024,1
8490,104,8,6/15/2024,3
8491,102,1,6/17/2024,7
8492,224,4,6/2/2024,10
8493,70,23,6/2/2024,3
8494,48,14,6/9/2024,7
8495,164,14,6/9/2024,3
8496,10,14,6/24/2024,1
8497,225,18,6/2/2024,2
8498,155,20,6/5/2024,8
8499,289,17,6/9/2024,2
8500,99,18,6/21/2024,5
8501,259,17,6/23/2024,4
8502,26,17,6/12/2024,6
8503,269,1,6/18/2024,4
8504,187,3,6/23/2024,10
8505,177,2,6/23/2024,5
8506,155,23,6/25/2024,10
8507,144,11,6/6/2024,6
8508,51,15,6/19/2024,10
8509,68,6,6/19/2024,9
8510,236,10,6/20/2024,3
8511,113,1,6/21/2024,5
8512,156,15,6/10/2024,9
8513,280,18,6/1/2024,3
8514,289,25,6/4/2024,3
8515,145,13,6/3/2024,3
8516,190,12,28-06-2024,7
8517,152,22,2024/28/06,4
8518,179,13,6/21/2024,5
8519,169,23,6/9/2024,7
8520,227,7,6/23/2024,6
8521,197,5,6/9/2024,6
8522,63,14,6/11/2024,6
8523,7,13,6/17/2024,4
8524,44,2,6/19/2024,7
8525,95,9,6/8/2024,10
8526,89,17,6/23/2024,6
8527,146,15,6/24/2024,8
8528,213,24,6/18/2024,1
8529,24,12,6/2/2024,4
8530,52,14,6/18/2024,6
8531,202,4,6/18/2024,9
8532,4,17,6/10/2024,6
8533,105,13,6/5/2024,4
8534,92,5,6/21/2024,8
8535,210,13,6/8/2024,6
8536,23,16,6/6/2024,3
8537,212,12,6/15/2024,8
8538,241,21,6/6/2024,2
8539,66,7,6/9/2024,5
8540,230,6,6/3/2024,5
8541,95,14,3/6/2024,2
8542,175,21,6/18/2024,8
8543,9,16,6/4/2024,1
8544,248,1,6/27/2024,6
8545,169,3,6/13/2024,10
8546,94,10,6/14/2024,10
8547,22,7,6/19/2024,1
8548,198,7,6/9/2024,9
8549,138,4,6/21/2024,7
8550,2,13,6/7/2024,4
8551,7,10,6/1/2024,9
8552,135,22,6/12/2024,10
8553,28,6,6/15/2024,5
8554,73,15,6/10/2024,10
8555,138,11,2024/20/06,9
8556,225,7,6/20/2024,1
8557,142,23,6/17/2024,6
8558,206,14,6/4/2024,4
8559,211,7,6/3/2024,8
8560,102,18,6/13/2024,6
8561,230,2,6/2/2024,1
8562,105,4,6/24/2024,7
8563,123,9,6/3/2024,4
8564,166,16,6/8/2024,5
8565,195,17,6/5/2024,3
8566,230,2,6/10/2024,3
8567,120,4,23-06-2024,1
8568,296,13,6/10/2024,1
8569,166,19,6/16/2024,4
8570,58,12,6/14/2024,7
8571,41,8,6/1/2024,3
8572,82,14,6/2/2024,9
8573,22,7,9/6/2024,6
8574,75,17,6/1/2024,10
8575,284,11,6/17/2024,2
8576,300,6,6/26/2024,2
8577,282,12,6/26/2024,9
8578,198,13,6/17/2024,8
8579,14,24,6/17/2024,8
8580,149,14,6/1/2024,5
8581,191,22,6/24/2024,8
8582,130,6,6/18/2024,9
8583,89,4,2024/18/06,1
8584,145,22,6/24/2024,8
8585,262,8,27-06-2024,1
8586,275,1,6/8/2024,8
8587,283,12,6/14/2024,7
8588,130,6,6/20/2024,8
8589,172,10,6/10/2024,9
8590,111,25,6/24/2024,
8591,211,8,6/3/2024,5
8592,254,17,6/15/2024,1
8593,284,2,6/10/2024,6
8594,300,6,6/19/2024,6
8595,286,15,6/21/2024,5
8596,21,12,6/17/2024,9
8597,132,13,6/3/2024,2
8598,33,9,6/22/2024,2
8599,61,1,6/5/2024,6
8600,142,14,6/25/2024,4
8601,253,18,6/16/2024,7
8602,236,7,6/5/2024,7
8603,86,9,6/9/2024,6
8604,260,10,6/22/2024,5
8605,211,17,6/14/2024,4
8606,273,19,6/16/2024,1
8607,215,1,2024/17/06,3
8608,229,23,6/6/2024,4
8609,251,11,6/4/2024,9
8610,200,24,6/15/2024,10
8611,37,4,6/15/2024,5
8612,104,4,6/2/2024,6
8613,238,17,6/17/2024,7
8614,85,18,6/25/2024,4
8615,19,5,6/22/2024,7
8616,171,22,6/19/2024,9
8617,109,12,6/25/2024,5
8618,281,10,6/25/2024,3
8619,92,17,6/11/2024,8
8620,267,14,6/11/2024,7
8621,67,22,6/26/2024,5
8622,251,7,6/22/2024,4
8623,50,20,6/2/2024,5
8624,267,10,6/20/2024,3
8625,66,3,6/14/2024,6
8626,142,23,6/14/2024,9
8627,161,5,2024/19/06,9
8628,81,10,6/3/2024,7
8629,78,12,6/15/2024,7
8630,80,24,6/9/2024,1
8631,216,16,6/2/2024,1
8632,27,19,6/16/2024,6
8633,260,17,6/15/2024,3
8634,235,3,6/27/2024,2
8635,285,12,6/23/2024,7
8636,280,3,6/26/2024,9
8637,282,19,6/5/2024,2
8638,266,9,6/19/2024,1
8639,206,,6/1/2024,2
8640,36,19,6/14/2024,5
8641,20,2,6/18/2024,4
8642,33,10,6/2/2024,7
8643,151,6,6/7/2024,4
8644,71,8,2024/16/06,2
8645,48,5,6/14/2024,7
8646,81,20,6/8/2024,3
8647,49,8,6/23/2024,5
8648,118,1,6/5/2024,3
8649,283,1,6/17/2024,4
8650,36,7,6/14/2024,6
8651,145,15,6/17/2024,9
8652,64,20,6/7/2024,9
8653,252,5,6/6/2024,4
8654,94,23,6/7/2024,8
8655,191,11,6/11/2024,5
8656,181,7,6/7/2024,3
8657,21,16,6/21/2024,1
8658,61,9,6/4/2024,2
8659,264,19,6/7/2024,7
8660,1,9,6/16/2024,6
8661,190,8,6/13/2024,8
8662,177,7,6/19/2024,8
8663,62,6,6/3/2024,3
8664,124,14,6/2/2024,10
8665,178,23,6/24/2024,9
8666,249,1,6/17/2024,9
8667,242,1,6/7/2024,7
8668,284,19,6/5/2024,7
8669,252,13,6/1/2024,10
8670,125,4,6/10/2024,9
8671,14,11,6/11/2024,1
8672,140,20,6/11/2024,1
8673,83,15,6/22/2024,1
8674,51,16,6/12/2024,2
8675,50,15,6/18/2024,8
8676,243,19,6/26/2024,8
8677,149,11,6/8/2024,2
8678,67,17,27-06-2024,9
8679,234,9,6/14/2024,2
8680,283,22,6/4/2024,8
8681,280,15,6/2/2024,3
8682,178,16,6/13/2024,9
8683,52,24,6/28/2024,4
8684,85,1,6/14/2024,7
8685,257,8,6/10/2024,7
8686,15,6,6/6/2024,9
8687,262,22,6/20/2024,1
8688,287,2,6/6/2024,4
8689,270,3,6/21/2024,8
8690,272,7,4/6/2024,7
8691,113,5,6/3/2024,6
8692,55,6,6/17/2024,4
8693,288,22,6/5/2024,1
8694,102,24,6/27/2024,7
8695,227,21,6/2/2024,5
8696,18,19,6/24/2024,10
8697,15,17,6/23/2024,6
8698,166,1,6/24/2024,5
8699,39,4,6/25/2024,3
8700,267,6,6/19/2024,7
8701,286,1,6/20/2024,8
8702,56,20,6/10/2024,2
8703,276,17,6/14/2024,2
8704,285,8,6/20/2024,5
8705,172,8,6/28/2024,7
8706,29,12,6/24/2024,3
8707,173,1,6/18/2024,10
8708,99,21,6/2/2024,7
8709,189,17,6/18/2024,6
8710,44,16,6/16/2024,1
8711,68,15,13-06-2024,2
8712,89,25,6/23/2024,1
8713,200,17,6/20/2024,3
8714,11,1,6/18/2024,8
8715,220,20,6/8/2024,1
8716,162,2,6/9/2024,8
8717,135,9,6/13/2024,7
8718,177,4,6/23/2024,10
8719,120,7,6/21/2024,5
8720,173,6,6/6/2024,10
8721,233,3,6/27/2024,4
8722,201,1,6/8/2024,1
8723,253,17,6/16/2024,8
8724,269,21,6/2/2024,10
8725,231,16,6/2/2024,3
8726,3,14,6/25/2024,3
8727,203,1,14-06-2024,6
8728,94,12,6/17/2024,6
8729,102,15,6/1/2024,9
8730,14,6,6/22/2024,5
8731,230,5,15-06-2024,4
8732,8,11,6/2/2024,4
8733,169,4,6/1/2024,9
8734,163,2,6/15/2024,3
8735,151,23,6/12/2024,5
8736,112,16,1/6/2024,2
8737,132,18,6/14/2024,9
8738,42,5,6/4/2024,1
8739,208,6,6/25/2024,1
8740,187,23,6/24/2024,8
8741,230,5,6/28/2024,6
8742,176,17,6/19/2024,8
8743,108,4,6/21/2024,
8744,263,7,6/15/2024,2
8745,101,23,6/14/2024,7
8746,44,17,6/26/2024,9
8747,12,14,6/5/2024,2
8748,29,15,6/20/2024,6
8749,275,6,6/18/2024,7
8750,140,10,6/17/2024,4
8751,161,19,6/15/2024,10
8752,224,13,6/27/2024,4
8753,36,18,2/6/2024,7
8754,105,18,2024/15/06,7
8755,63,5,6/17/2024,7
8756,69,9,6/20/2024,10
8757,274,16,4/6/2024,8
8758,274,14,6/4/2024,3
8759,55,18,6/6/2024,3
8760,5,13,6/28/2024,9
8761,214,12,6/21/2024,9
8762,43,21,6/19/2024,1
8763,154,12,6/27/2024,7
8764,283,24,6/3/2024,8
