OrderID,CustomerID,ProductID,OrderDate,Quantity
1667,289,1.0,2024/14/02,8.0
1668,269,23.0,2024/16/02,6.0
1669,224,18.0,2024-02-22,7.0
1670,125,5.0,2024-02-06,2.0
1671,280,12.0,2024-02-26,9.0
1672,60,18.0,2024-02-05,1.0
1673,191,2.0,2024-02-22,9.0
1674,156,5.0,2024-02-26,6.0
1675,245,16.0,2024-02-21,4.0
1676,37,5.0,2024-02-25,3.0
1677,38,19.0,2024-02-27,3.0
1678,135,14.0,11-02-2024,1.0
1679,192,13.0,2024-02-24,8.0
1680,261,14.0,2024-02-16,3.0
1681,16,14.0,2024-02-25,2.0
1682,190,9.0,2024-02-11,7.0
1683,168,10.0,2024-02-28,8.0
1684,287,22.0,2024-02-05,10.0
1685,251,11.0,2024-02-09,9.0
1686,148,20.0,2024-02-11,9.0
1687,179,10.0,2024-02-14,4.0
1688,97,25.0,2024-02-25,10.0
1689,186,23.0,2024-02-15,9.0
1690,150,21.0,2024-02-27,4.0
1691,255,12.0,2024-02-19,4.0
1692,131,20.0,2024-02-27,2.0
1693,35,7.0,2024-02-18,5.0
1694,291,14.0,2024-02-21,4.0
1695,244,14.0,2024-02-04,7.0
1696,28,2.0,2024-02-09,2.0
1697,217,7.0,2024-02-01,1.0
1698,142,10.0,2024-02-20,7.0
1699,283,12.0,2024-02-11,4.0
1700,197,7.0,2024-02-03,9.0
1701,139,16.0,2024-02-08,2.0
1702,89,8.0,2024-02-10,5.0
1703,198,15.0,2024-02-14,4.0
1704,197,20.0,2024-02-07,7.0
1705,269,11.0,2024-02-13,6.0
1706,191,5.0,2024-02-13,2.0
1707,112,11.0,2024-02-10,6.0
1708,241,1.0,15-02-2024,10.0
1709,293,12.0,2024-02-24,6.0
1710,224,9.0,2024-02-09,6.0
1711,300,21.0,2024/28/02,9.0
1712,196,12.0,2024-02-06,1.0
1713,26,9.0,2024-02-05,2.0
1714,143,6.0,2024-02-03,4.0
1715,27,19.0,2024-02-14,3.0
1716,101,20.0,2024-02-27,2.0
1717,237,18.0,06-02-2024,6.0
1718,88,25.0,2024-02-17,5.0
1719,86,2.0,2024-02-28,8.0
1720,143,15.0,2024-02-23,4.0
1721,22,3.0,2024-02-17,7.0
1722,203,18.0,2024-02-15,9.0
1723,182,20.0,2024-02-25,10.0
1724,86,17.0,2024-02-03,8.0
1725,153,4.0,2024-02-10,10.0
1726,102,25.0,2024-02-25,1.0
1727,72,21.0,2024-02-08,5.0
1728,205,15.0,2024-02-05,8.0
1729,75,21.0,2024-02-15,2.0
1730,222,3.0,2024-02-18,10.0
1731,246,3.0,2024-02-17,6.0
1732,75,24.0,2024-02-07,9.0
1733,230,13.0,2024-02-20,6.0
1734,265,19.0,14-02-2024,2.0
1735,281,24.0,2024-02-05,10.0
1736,226,24.0,2024-02-07,5.0
1737,202,8.0,2024-02-05,1.0
1738,214,5.0,2024/07/02,7.0
1739,34,6.0,2024-02-03,1.0
1740,85,22.0,2024-02-26,8.0
1741,191,16.0,2024-02-27,5.0
1742,168,17.0,2024-02-19,3.0
1743,126,8.0,2024-02-17,1.0
1744,208,2.0,2024-02-04,10.0
1745,113,8.0,2024-02-23,8.0
1746,205,14.0,2024-02-06,10.0
1747,34,25.0,2024-02-13,6.0
1748,243,1.0,2024-02-08,6.0
1749,203,19.0,2024-02-10,4.0
1750,173,6.0,2024-02-03,10.0
1751,5,5.0,2024-02-26,9.0
1752,27,1.0,2024-02-27,8.0
1753,183,22.0,10-02-2024,10.0
1754,299,3.0,2024-02-07,1.0
1755,252,4.0,2024-02-17,5.0
1756,71,3.0,2024-02-21,8.0
1757,255,20.0,2024-02-28,4.0
1758,243,15.0,2024-02-21,6.0
1759,121,10.0,2024-02-23,6.0
1760,61,5.0,2024-02-24,2.0
1761,164,19.0,2024-02-04,4.0
1762,283,24.0,2024-02-16,10.0
1763,201,7.0,2024-02-28,6.0
1764,255,15.0,2024-02-15,7.0
1765,217,22.0,28-02-2024,6.0
1766,85,9.0,2024-02-11,7.0
1767,123,17.0,2024-02-07,10.0
1768,5,21.0,2024-02-12,6.0
1769,257,7.0,2024-02-28,4.0
1770,272,13.0,2024-02-20,9.0
1771,21,15.0,2024-02-25,10.0
1772,10,14.0,2024-02-16,10.0
1773,238,20.0,2024-02-19,10.0
1774,20,8.0,2024-02-17,10.0
1775,231,,2024-02-03,7.0
1776,280,14.0,2024-02-26,1.0
1777,27,16.0,2024-02-10,10.0
1778,200,18.0,2024-02-01,6.0
1779,126,16.0,2024-02-24,1.0
1780,132,14.0,2024-02-06,3.0
1781,148,10.0,2024-02-03,9.0
1782,2,8.0,2024-02-09,2.0
1783,232,11.0,2024-02-18,2.0
1784,143,3.0,2024-02-13,6.0
1785,129,24.0,2024-02-26,1.0
1786,84,5.0,2024-02-18,6.0
1787,180,1.0,2024-02-14,6.0
1788,207,7.0,2024-02-25,3.0
1789,117,22.0,2024-02-11,8.0
1790,22,2.0,2024-02-01,8.0
1791,174,14.0,2024-02-03,1.0
1792,267,18.0,2024-02-18,2.0
1793,175,4.0,2024-02-21,10.0
1794,218,10.0,2024-02-10,1.0
1795,133,13.0,2024-02-03,3.0
1796,256,10.0,2024-02-10,5.0
1797,71,17.0,2024-02-04,10.0
1798,171,11.0,26-02-2024,2.0
1799,160,25.0,2024-02-03,9.0
1800,296,23.0,2024-02-10,9.0
1801,21,10.0,2024-02-24,7.0
1802,3,4.0,2024-02-13,8.0
1803,288,8.0,2024-02-19,2.0
1804,9,16.0,2024-02-24,4.0
1805,261,,2024-02-09,7.0
1806,97,16.0,2024-02-20,9.0
1807,271,10.0,2024-02-14,6.0
1808,128,20.0,2024-02-20,2.0
1809,208,19.0,2024-02-19,4.0
1810,62,22.0,2024-02-08,4.0
1811,203,5.0,2024-02-01,4.0
1812,8,14.0,2024-02-05,2.0
1813,189,11.0,2024-02-09,7.0
1814,75,7.0,2024-02-28,7.0
1815,251,9.0,2024-02-15,
1816,31,24.0,2024-02-04,8.0
1817,144,6.0,2024-02-25,7.0
1818,179,10.0,2024-02-09,4.0
