OrderID,CustomerID,ProductID,OrderDate,Quantity
14995,150,15,10/5/2024,4
14996,139,7,10/5/2024,6
14997,41,21,10/2/2024,8
14998,75,17,10/8/2024,1
14999,132,5,10/15/2024,1
15000,92,13,10/8/2024,4
15001,99,7,16-10-2024,8
15002,260,9,10/4/2024,
15003,62,8,5/10/2024,4
15004,224,1,10/8/2024,2
15005,229,13,10/7/2024,3
15006,16,20,10/26/2024,2
15007,270,2,10/5/2024,10
15008,85,19,10/3/2024,8
15009,119,15,10/1/2024,5
15010,50,22,10/24/2024,4
15011,240,21,10/23/2024,2
15012,104,25,10/1/2024,6
15013,20,18,10/6/2024,10
15014,235,25,8/10/2024,2
15015,70,5,10/11/2024,5
15016,48,6,10/7/2024,10
15017,41,9,10/4/2024,10
15018,219,3,10/20/2024,7
15019,51,22,10/8/2024,3
15020,170,10,10/6/2024,6
15021,287,5,10/27/2024,10
15022,96,4,10/26/2024,8
15023,137,9,10/13/2024,6
15024,72,11,10/11/2024,9
15025,127,10,10/1/2024,1
15026,159,20,10/5/2024,10
15027,196,18,10/23/2024,8
15028,13,11,10/10/2024,5
15029,99,19,10/20/2024,3
15030,115,17,10/1/2024,8
15031,233,16,10/1/2024,3
15032,50,1,10/28/2024,10
15033,124,24,2024/21/10,8
15034,49,22,10/19/2024,1
15035,98,25,10/4/2024,7
15036,84,16,10/19/2024,4
15037,213,22,10/20/2024,5
15038,243,17,10/3/2024,1
15039,26,12,10/14/2024,7
15040,210,14,10/9/2024,5
15041,249,4,10/4/2024,1
15042,262,4,10/22/2024,3
15043,296,3,10/3/2024,3
15044,204,20,10/25/2024,8
15045,79,8,10/4/2024,2
15046,116,8,10/8/2024,5
15047,21,9,10/26/2024,5
15048,297,18,10/12/2024,1
15049,160,8,10/19/2024,10
15050,31,20,10/2/2024,2
15051,132,13,7/10/2024,9
15052,180,14,23-10-2024,2
15053,157,24,10/16/2024,1
15054,41,15,10/10/2024,5
15055,174,20,10/20/2024,6
15056,84,12,10/7/2024,9
15057,298,14,10/26/2024,7
15058,77,1,10/10/2024,6
15059,259,23,25-10-2024,8
15060,265,7,10/18/2024,1
15061,235,14,10/8/2024,5
15062,283,7,10/4/2024,4
15063,31,1,10/3/2024,8
15064,246,15,10/6/2024,6
15065,275,17,2024/19/10,4
15066,110,18,10/12/2024,1
15067,58,3,10/8/2024,8
15068,116,4,10/16/2024,1
15069,238,2,10/23/2024,2
15070,299,16,10/26/2024,7
15071,194,1,10/10/2024,2
15072,199,5,10/11/2024,10
15073,194,5,2024/19/10,6
15074,248,18,9/10/2024,1
15075,54,9,10/25/2024,1
15076,169,1,2/10/2024,4
15077,287,2,10/11/2024,2
15078,25,21,10/19/2024,4
15079,234,13,10/16/2024,5
15080,253,10,10/21/2024,6
15081,124,2,10/11/2024,5
15082,54,5,10/22/2024,4
15083,204,21,10/21/2024,5
15084,168,11,10/2/2024,2
15085,244,16,10/19/2024,4
15086,79,18,10/22/2024,2
15087,15,7,10/10/2024,9
15088,47,15,10/17/2024,10
15089,168,16,10/21/2024,8
15090,87,21,2/10/2024,1
15091,30,20,12/10/2024,10
15092,45,23,10/5/2024,2
15093,22,7,10/24/2024,5
15094,25,1,10/9/2024,5
15095,37,6,10/1/2024,7
15096,88,2,10/12/2024,1
15097,283,2,10/18/2024,8
15098,162,7,10/13/2024,10
15099,146,15,10/16/2024,
15100,174,17,10/4/2024,10
15101,171,7,10/27/2024,8
15102,194,13,10/12/2024,2
15103,123,1,10/3/2024,6
15104,102,15,10/19/2024,2
15105,251,3,10/26/2024,2
15106,157,6,10/12/2024,4
15107,299,10,10/13/2024,3
15108,264,20,10/9/2024,7
15109,146,14,10/7/2024,7
15110,249,12,10/2/2024,3
15111,11,13,10/6/2024,6
15112,255,13,10/17/2024,2
15113,46,16,10/18/2024,10
15114,259,17,10/14/2024,4
15115,223,25,10/14/2024,8
15116,300,18,25-10-2024,8
15117,24,3,27-10-2024,5
15118,45,25,10/6/2024,5
15119,68,3,10/10/2024,5
15120,182,7,10/16/2024,2
15121,292,22,10/14/2024,1
15122,177,1,10/18/2024,5
15123,157,5,10/26/2024,3
15124,294,22,10/25/2024,1
15125,212,12,10/28/2024,8
15126,241,21,10/17/2024,1
15127,258,5,10/4/2024,4
15128,58,19,10/23/2024,1
15129,228,13,10/14/2024,7
15130,105,2,10/4/2024,10
15131,134,12,10/2/2024,5
15132,247,8,10/14/2024,7
15133,207,7,10/2/2024,10
15134,114,13,10/24/2024,8
15135,242,5,10/14/2024,7
15136,77,8,10/3/2024,5
15137,85,19,10/10/2024,10
15138,267,16,10/28/2024,7
15139,59,2,6/10/2024,4
15140,261,9,10/1/2024,2
15141,149,25,10/19/2024,6
15142,124,3,10/23/2024,7
15143,88,15,10/15/2024,10
15144,294,25,10/25/2024,2
15145,296,21,10/11/2024,1
15146,115,24,10/21/2024,4
15147,185,15,10/24/2024,3
15148,195,17,10/14/2024,9
15149,142,17,10/8/2024,2
15150,90,6,10/12/2024,6
15151,142,6,10/1/2024,3
15152,130,9,10/20/2024,6
15153,33,18,10/5/2024,9
15154,142,1,10/28/2024,6
15155,1,11,10/26/2024,6
15156,261,19,10/12/2024,3
15157,286,16,10/7/2024,5
15158,188,19,10/9/2024,5
15159,133,4,10/13/2024,4
15160,150,8,10/2/2024,6
15161,51,12,10/15/2024,3
15162,2,5,10/27/2024,7
15163,177,18,10/17/2024,1
15164,226,6,10/6/2024,1
15165,147,3,10/7/2024,5
15166,227,12,10/5/2024,6
15167,124,18,10/17/2024,4
15168,7,19,10/15/2024,4
15169,262,22,10/23/2024,5
15170,221,19,10/18/2024,5
15171,216,12,10/16/2024,2
15172,41,6,10/13/2024,10
15173,176,12,10/5/2024,5
15174,72,6,2024/23/10,3
15175,271,16,10/22/2024,8
15176,112,10,10/11/2024,8
15177,76,4,2024/25/10,5
15178,251,24,10/2/2024,4
15179,125,18,10/27/2024,
15180,28,3,10/18/2024,4
15181,32,9,10/12/2024,6
15182,279,15,10/12/2024,5
15183,182,10,10/16/2024,8
15184,127,16,10/27/2024,6
15185,36,2,10/7/2024,5
15186,240,10,10/23/2024,8
15187,115,10,10/20/2024,9
15188,274,6,10/6/2024,8
15189,214,1,2024/27/10,2
15190,131,9,10/10/2024,
15191,167,8,10/23/2024,7
15192,280,10,18-10-2024,3
15193,39,12,10/1/2024,5
15194,129,11,10/16/2024,3
15195,114,5,10/11/2024,2
15196,121,21,10/7/2024,4
15197,103,22,10/23/2024,8
15198,127,16,10/25/2024,5
15199,104,10,10/21/2024,6
15200,1,8,10/2/2024,9
15201,78,4,10/25/2024,1
15202,189,1,10/26/2024,7
15203,169,15,10/25/2024,7
15204,153,13,10/2/2024,8
15205,177,20,10/13/2024,7
15206,264,13,10/18/2024,3
15207,252,16,7/10/2024,6
15208,7,7,10/16/2024,5
15209,51,21,10/22/2024,5
15210,131,2,10/14/2024,1
15211,148,13,10/26/2024,5
15212,237,18,10/17/2024,9
15213,80,8,10/6/2024,3
15214,29,22,10/6/2024,10
15215,265,12,10/20/2024,1
15216,198,24,10/7/2024,1
15217,123,25,10/13/2024,5
15218,298,24,10/9/2024,1
15219,291,19,10/19/2024,2
15220,6,19,10/15/2024,4
15221,95,7,10/26/2024,8
15222,272,25,10/21/2024,8
15223,228,19,10/6/2024,6
15224,124,17,10/11/2024,3
15225,167,,10/22/2024,4
15226,132,12,10/23/2024,2
15227,150,17,10/11/2024,4
15228,178,7,10/6/2024,5
15229,41,9,10/19/2024,1
15230,239,3,10/12/2024,6
15231,144,13,10/17/2024,10
15232,96,18,10/8/2024,2
15233,79,17,10/28/2024,1
15234,13,3,10/1/2024,8
15235,126,24,10/4/2024,2
15236,171,20,10/10/2024,7
15237,143,10,10/26/2024,10
15238,219,4,10/12/2024,7
15239,60,22,10/28/2024,6
15240,192,13,10/13/2024,8
15241,184,2,10/4/2024,9
15242,10,15,10/23/2024,1
15243,28,9,10/9/2024,5
15244,10,18,10/1/2024,3
15245,15,5,10/24/2024,7
15246,177,1,5/10/2024,4
15247,5,6,10/26/2024,9
15248,22,10,10/24/2024,8
15249,118,24,10/14/2024,7
15250,232,1,10/5/2024,7
15251,34,6,10/15/2024,1
15252,15,7,9/10/2024,4
15253,108,16,10/27/2024,3
15254,275,5,10/20/2024,2
15255,240,18,10/4/2024,3
15256,71,23,10/1/2024,9
15257,247,13,10/13/2024,4
15258,215,12,10/4/2024,9
15259,88,15,10/19/2024,7
15260,46,4,10/18/2024,10
15261,115,15,24-10-2024,2
15262,61,3,10/28/2024,5
15263,35,18,10/15/2024,6
15264,92,4,10/10/2024,5
15265,233,4,10/1/2024,5
15266,20,23,10/25/2024,5
15267,251,8,10/28/2024,10
15268,8,8,10/3/2024,2
15269,249,20,10/16/2024,6
15270,182,17,10/19/2024,1
15271,191,13,10/9/2024,7
15272,122,18,10/22/2024,2
15273,229,6,10/14/2024,2
15274,223,12,10/28/2024,1
15275,80,22,20-10-2024,9
15276,136,7,10/17/2024,
15277,152,23,10/4/2024,10
15278,24,14,10/22/2024,3
15279,76,24,10/23/2024,3
15280,218,9,10/5/2024,6
15281,105,13,10/9/2024,5
15282,62,5,2/10/2024,5
15283,69,13,1/10/2024,5
15284,217,25,2024/24/10,5
15285,6,16,10/20/2024,10
15286,292,17,10/28/2024,8
15287,64,23,10/24/2024,7
15288,32,15,10/9/2024,7
15289,245,2,13-10-2024,
15290,81,21,10/28/2024,2
15291,287,13,10/23/2024,5
15292,183,9,24-10-2024,3
15293,209,8,10/13/2024,1
15294,89,17,10/7/2024,5
15295,169,14,10/13/2024,2
15296,208,22,10/24/2024,3
15297,271,14,10/6/2024,6
15298,298,5,10/24/2024,4
15299,191,24,10/27/2024,1
15300,250,9,10/19/2024,4
15301,106,3,7/10/2024,6
15302,273,5,10/11/2024,2
15303,292,9,10/5/2024,8
15304,62,2,10/19/2024,1
15305,88,2,10/16/2024,2
15306,76,7,10/3/2024,5
15307,141,12,10/27/2024,2
15308,195,1,10/7/2024,8
15309,103,16,10/11/2024,7
15310,114,15,10/24/2024,3
15311,203,14,10/3/2024,
15312,114,2,10/15/2024,1
15313,9,15,10/24/2024,4
15314,13,7,10/3/2024,1
15315,131,3,10/8/2024,3
15316,91,13,17-10-2024,10
15317,288,7,10/15/2024,8
15318,179,14,16-10-2024,1
15319,12,2,10/4/2024,
15320,124,14,10/7/2024,6
15321,82,20,10/24/2024,7
15322,72,22,10/26/2024,4
15323,290,15,10/3/2024,2
15324,153,7,10/3/2024,4
15325,111,10,10/17/2024,4
15326,166,7,10/3/2024,5
15327,298,9,10/1/2024,1
15328,210,20,10/15/2024,1
15329,2,16,10/4/2024,7
15330,57,21,10/20/2024,2
15331,288,1,2024/25/10,7
15332,189,25,10/10/2024,6
15333,242,14,10/17/2024,8
15334,77,3,10/12/2024,4
15335,181,8,10/16/2024,7
15336,120,2,10/11/2024,6
15337,30,24,10/6/2024,1
15338,275,4,10/22/2024,4
15339,253,25,10/21/2024,7
15340,149,13,18-10-2024,9
15341,184,10,10/7/2024,5
15342,39,15,10/6/2024,4
15343,222,12,10/6/2024,2
15344,50,3,10/24/2024,8
15345,155,18,10/16/2024,7
15346,296,23,10/11/2024,2
15347,32,22,10/28/2024,4
15348,127,12,10/21/2024,9
15349,60,15,10/21/2024,7
15350,150,9,10/26/2024,1
15351,263,21,10/11/2024,8
15352,68,22,10/5/2024,4
15353,146,5,5/10/2024,3
15354,27,13,10/2/2024,
15355,174,2,10/1/2024,10
15356,72,1,10/18/2024,3
15357,66,25,10/15/2024,9
15358,87,16,10/13/2024,7
15359,25,25,10/19/2024,9
15360,243,21,10/3/2024,2
15361,289,11,2024/23/10,7
15362,91,24,10/9/2024,4
15363,204,8,10/4/2024,4
15364,45,13,10/2/2024,8
15365,217,9,10/15/2024,1
15366,64,22,10/16/2024,5
15367,64,3,26-10-2024,10
15368,56,8,10/10/2024,7
15369,173,16,10/22/2024,4
15370,291,21,10/2/2024,3
15371,136,4,10/3/2024,8
15372,51,8,10/22/2024,3
15373,248,2,10/22/2024,1
15374,299,10,10/1/2024,8
15375,55,22,10/17/2024,6
15376,125,7,10/13/2024,2
15377,137,14,10/19/2024,8
15378,73,9,10/21/2024,1
15379,77,2,7/10/2024,3
15380,88,9,10/11/2024,5
15381,212,13,10/16/2024,3
15382,193,14,10/27/2024,3
15383,3,9,10/15/2024,9
15384,11,22,10/11/2024,9
15385,23,20,10/11/2024,10
15386,186,13,10/5/2024,8
15387,300,21,14-10-2024,1
15388,26,12,10/12/2024,5
15389,95,16,10/6/2024,10
15390,72,6,10/19/2024,3
15391,245,18,10/27/2024,10
15392,238,16,10/2/2024,1
15393,38,16,10/8/2024,5
15394,173,5,10/10/2024,5
15395,35,15,10/11/2024,8
15396,215,4,10/6/2024,9
15397,212,4,10/24/2024,2
15398,67,13,10/13/2024,3
15399,27,6,10/6/2024,4
15400,274,2,10/19/2024,2
15401,130,15,10/25/2024,9
15402,143,3,10/5/2024,2
15403,285,,10/7/2024,2
15404,275,10,10/4/2024,9
15405,187,14,10/7/2024,6
15406,80,21,2024/23/10,6
15407,100,24,10/21/2024,5
15408,140,10,10/3/2024,7
15409,69,21,10/13/2024,2
15410,140,22,10/7/2024,3
15411,4,11,10/6/2024,4
15412,234,5,10/7/2024,7
15413,282,3,10/11/2024,5
15414,11,5,10/25/2024,3
15415,13,13,10/18/2024,6
15416,93,24,10/26/2024,3
15417,159,24,10/19/2024,3
15418,113,14,10/6/2024,4
15419,40,6,10/8/2024,2
15420,34,3,10/14/2024,8
15421,155,9,10/18/2024,8
15422,292,23,10/5/2024,6
15423,196,7,22-10-2024,8
15424,64,7,10/18/2024,8
15425,86,12,10/27/2024,4
15426,15,21,10/8/2024,2
15427,90,3,10/17/2024,4
15428,177,20,10/15/2024,10
15429,209,15,10/18/2024,7
15430,155,6,10/5/2024,1
15431,247,3,10/24/2024,
15432,128,20,10/3/2024,4
15433,45,14,10/27/2024,10
15434,101,6,10/12/2024,1
15435,253,2,1/10/2024,7
15436,283,13,22-10-2024,3
15437,26,14,10/13/2024,5
15438,246,11,3/10/2024,5
15439,195,15,10/22/2024,10
15440,113,13,10/21/2024,9
15441,98,4,10/25/2024,9
15442,99,1,10/28/2024,10
15443,49,16,2024/14/10,5
15444,106,2,10/8/2024,4
15445,60,4,10/3/2024,9
15446,108,6,16-10-2024,8
15447,224,13,10/7/2024,6
15448,244,5,10/28/2024,3
15449,285,19,10/19/2024,3
15450,207,1,10/27/2024,10
15451,297,13,10/15/2024,6
15452,21,11,12/10/2024,8
15453,25,23,25-10-2024,1
15454,156,2,10/13/2024,2
15455,155,25,10/25/2024,10
15456,212,8,10/3/2024,7
15457,293,9,2024/19/10,7
15458,109,14,10/13/2024,8
15459,207,21,10/14/2024,10
15460,103,13,10/10/2024,8
15461,97,10,10/16/2024,5
15462,169,11,10/20/2024,7
15463,88,15,10/26/2024,8
15464,241,1,10/3/2024,7
15465,28,22,10/23/2024,3
15466,269,15,10/1/2024,7
15467,88,21,10/19/2024,2
15468,224,5,10/23/2024,2
15469,265,20,10/24/2024,9
15470,113,15,10/3/2024,6
15471,42,22,10/16/2024,1
15472,114,17,10/11/2024,3
15473,210,3,10/11/2024,7
15474,90,11,10/12/2024,3
15475,147,21,10/8/2024,9
15476,195,16,10/9/2024,2
15477,140,20,10/10/2024,4
15478,234,16,10/9/2024,3
15479,138,25,10/28/2024,3
15480,250,19,10/16/2024,9
15481,222,19,10/19/2024,9
15482,253,3,10/8/2024,4
15483,97,12,10/5/2024,10
15484,264,9,10/4/2024,3
15485,193,5,10/20/2024,1
15486,124,9,10/13/2024,7
15487,278,12,8/10/2024,2
15488,96,15,10/15/2024,3
15489,25,11,10/19/2024,5
15490,64,14,10/2/2024,2
15491,99,8,16-10-2024,8
15492,24,9,10/28/2024,4
15493,74,2,10/18/2024,1
15494,177,19,10/7/2024,8
15495,246,25,10/4/2024,2
15496,297,14,10/16/2024,4
15497,137,18,10/8/2024,7
15498,131,1,10/27/2024,8
15499,13,21,10/3/2024,9
15500,50,25,10/23/2024,6
15501,151,16,10/24/2024,5
15502,46,16,10/18/2024,8
15503,268,15,10/10/2024,8
15504,165,7,2/10/2024,3
15505,57,20,10/10/2024,8
15506,275,21,10/7/2024,6
15507,164,2,10/7/2024,7
15508,186,10,10/10/2024,1
15509,105,15,10/5/2024,4
15510,266,20,10/18/2024,5
15511,211,12,10/17/2024,4
15512,16,25,10/16/2024,9
15513,92,22,10/3/2024,8
15514,39,21,16-10-2024,2
15515,31,19,10/10/2024,6
15516,259,4,10/18/2024,2
15517,204,23,10/1/2024,2
15518,10,3,10/22/2024,1
15519,62,11,2024/25/10,7
15520,262,16,10/16/2024,1
